candidate_id,gender,ethnicity,age,degree,field_of_study,university,gpa,years_experience,num_skills,skills,job_title_applied,prev_companies,resume_text,shortlisted
CAND-0571,Female,Asian,26,Master,Business Administration,University of London,2.29,4,4,Leadership|SQL|Python|Statistics,Data Analyst,1,"Experienced professional with 4 years of experience. Holds a Master in Business Administration. Key skills include: Leadership, SQL, Python, Statistics. Proven track record of delivering results in dynamic environments.",1
CAND-0572,Female,White,30,Master,Mathematics,Nottingham University,2.82,10,10,Deep Learning|Team Collaboration|Python|Excel|Machine Learning|Data Analysis|Java|Statistics|Communication|JavaScript,Data Scientist,3,"Experienced professional with 10 years of experience. Holds a Master in Mathematics. Key skills include: Deep Learning, Team Collaboration, Python, Excel, Machine Learning, Data Analysis, Java, Statistics, Communication, JavaScript. Proven track record of delivering results in dynamic environments.",1
CAND-0573,Female,Asian,51,Master,Mathematics,Other Institution,2.61,7,9,Communication|TensorFlow|SQL|JavaScript|AWS|Data Analysis|Project Management|Deep Learning|Java,Software Engineer,3,"Experienced professional with 7 years of experience. Holds a Master in Mathematics. Key skills include: Communication, TensorFlow, SQL, JavaScript, AWS, Data Analysis, Project Management, Deep Learning, Java. Proven track record of delivering results in dynamic environments.",1
CAND-0574,Male,Black,26,PhD,Other,Nottingham University,2.63,12,9,Communication|Java|Tableau|Deep Learning|Docker|Project Management|TensorFlow|Machine Learning|C++,Data Scientist,2,"Experienced professional with 12 years of experience. Holds a PhD in Other. Key skills include: Communication, Java, Tableau, Deep Learning, Docker, Project Management, TensorFlow, Machine Learning, C++. Proven track record of delivering results in dynamic environments.",1
CAND-0575,Female,Black,23,Bachelor,Business Administration,Other Institution,2.21,6,12,Python|Excel|Project Management|C++|Team Collaboration|Java|Leadership|TensorFlow|SQL|NLP|Git|AWS,Data Analyst,0,"Experienced professional with 6 years of experience. Holds a Bachelor in Business Administration. Key skills include: Python, Excel, Project Management, C++, Team Collaboration, Java, Leadership, TensorFlow, SQL, NLP, Git, AWS. Proven track record of delivering results in dynamic environments.",1
CAND-0576,Male,White,41,Bachelor,Psychology,Sheffield University,3.92,6,8,Kubernetes|AWS|Tableau|Data Analysis|Machine Learning|R|Docker|JavaScript,Data Scientist,4,"Experienced professional with 6 years of experience. Holds a Bachelor in Psychology. Key skills include: Kubernetes, AWS, Tableau, Data Analysis, Machine Learning, R, Docker, JavaScript. Proven track record of delivering results in dynamic environments.",1
CAND-0577,Female,White,46,Master,Computer Science,Sheffield University,2.32,14,4,Deep Learning|SQL|Team Collaboration|Leadership,Software Engineer,5,"Experienced professional with 14 years of experience. Holds a Master in Computer Science. Key skills include: Deep Learning, SQL, Team Collaboration, Leadership. Proven track record of delivering results in dynamic environments.",1
CAND-0578,Female,Black,32,None,Psychology,Nottingham University,3.57,10,7,Tableau|NLP|Docker|Java|AWS|Leadership|Project Management,Product Manager,4,"Experienced professional with 10 years of experience. Holds a None in Psychology. Key skills include: Tableau, NLP, Docker, Java, AWS, Leadership, Project Management. Proven track record of delivering results in dynamic environments.",1
CAND-0579,Male,White,53,Bachelor,Computer Science,University of Leeds,3.53,9,11,SQL|React|Machine Learning|Agile|R|Communication|Excel|NLP|Kubernetes|TensorFlow|Statistics,ML Engineer,2,"Experienced professional with 9 years of experience. Holds a Bachelor in Computer Science. Key skills include: SQL, React, Machine Learning, Agile, R, Communication, Excel, NLP, Kubernetes, TensorFlow, Statistics. Proven track record of delivering results in dynamic environments.",1
CAND-0580,Male,White,51,Bachelor,Other,Sheffield University,3.53,14,5,Machine Learning|Statistics|React|Java|Tableau,ML Engineer,3,"Experienced professional with 14 years of experience. Holds a Bachelor in Other. Key skills include: Machine Learning, Statistics, React, Java, Tableau. Proven track record of delivering results in dynamic environments.",1
CAND-0581,Male,Asian,30,Bachelor,Psychology,Bristol University,2.17,13,11,Agile|TensorFlow|Problem Solving|Java|NLP|Team Collaboration|Leadership|C++|Python|Data Analysis|Docker,Data Scientist,2,"Experienced professional with 13 years of experience. Holds a Bachelor in Psychology. Key skills include: Agile, TensorFlow, Problem Solving, Java, NLP, Team Collaboration, Leadership, C++, Python, Data Analysis, Docker. Proven track record of delivering results in dynamic environments.",1
CAND-0582,Male,Asian,26,Bachelor,Other,Manchester University,2.7,14,11,Agile|Machine Learning|SQL|Communication|Git|AWS|Docker|Project Management|NLP|R|Java,ML Engineer,2,"Experienced professional with 14 years of experience. Holds a Bachelor in Other. Key skills include: Agile, Machine Learning, SQL, Communication, Git, AWS, Docker, Project Management, NLP, R, Java. Proven track record of delivering results in dynamic environments.",1
CAND-0583,Non-binary,White,52,Bachelor,Other,University of London,3.09,15,5,Deep Learning|Project Management|R|Statistics|Java,Product Manager,3,"Experienced professional with 15 years of experience. Holds a Bachelor in Other. Key skills include: Deep Learning, Project Management, R, Statistics, Java. Proven track record of delivering results in dynamic environments.",1
CAND-0584,Male,Black,49,None,Engineering,University of London,2.42,0,9,TensorFlow|Kubernetes|Deep Learning|Communication|SQL|Data Analysis|Team Collaboration|Git|AWS,Data Scientist,2,"Experienced professional with 0 years of experience. Holds a None in Engineering. Key skills include: TensorFlow, Kubernetes, Deep Learning, Communication, SQL, Data Analysis, Team Collaboration, Git, AWS. Proven track record of delivering results in dynamic environments.",0
CAND-0585,Female,White,48,Master,Mathematics,University of Leeds,3.66,2,9,R|Excel|Communication|Project Management|Tableau|Docker|React|Statistics|Team Collaboration,Business Analyst,3,"Experienced professional with 2 years of experience. Holds a Master in Mathematics. Key skills include: R, Excel, Communication, Project Management, Tableau, Docker, React, Statistics, Team Collaboration. Proven track record of delivering results in dynamic environments.",1
CAND-0586,Male,Asian,46,PhD,Engineering,Manchester University,3.45,4,8,Problem Solving|Git|R|Python|Data Analysis|Agile|Deep Learning|React,ML Engineer,0,"Experienced professional with 4 years of experience. Holds a PhD in Engineering. Key skills include: Problem Solving, Git, R, Python, Data Analysis, Agile, Deep Learning, React. Proven track record of delivering results in dynamic environments.",1
CAND-0587,Female,Asian,38,Master,Computer Science,Nottingham University,3.89,4,10,Deep Learning|Statistics|Machine Learning|Java|Project Management|Kubernetes|Docker|C++|Communication|AWS,Software Engineer,2,"Experienced professional with 4 years of experience. Holds a Master in Computer Science. Key skills include: Deep Learning, Statistics, Machine Learning, Java, Project Management, Kubernetes, Docker, C++, Communication, AWS. Proven track record of delivering results in dynamic environments.",1
CAND-0588,Male,White,22,Bachelor,Psychology,University of London,2.6,9,11,Machine Learning|Team Collaboration|React|Deep Learning|Agile|Docker|NLP|Tableau|C++|Statistics|TensorFlow,ML Engineer,0,"Experienced professional with 9 years of experience. Holds a Bachelor in Psychology. Key skills include: Machine Learning, Team Collaboration, React, Deep Learning, Agile, Docker, NLP, Tableau, C++, Statistics, TensorFlow. Proven track record of delivering results in dynamic environments.",1
CAND-0589,Female,White,45,Bachelor,Business Administration,Other Institution,2.87,9,9,Deep Learning|Excel|Team Collaboration|NLP|Machine Learning|SQL|Kubernetes|Problem Solving|Python,Product Manager,3,"Experienced professional with 9 years of experience. Holds a Bachelor in Business Administration. Key skills include: Deep Learning, Excel, Team Collaboration, NLP, Machine Learning, SQL, Kubernetes, Problem Solving, Python. Proven track record of delivering results in dynamic environments.",1
CAND-0590,Male,Black,28,Master,Computer Science,Sheffield University,3.7,6,6,Kubernetes|Agile|C++|AWS|Machine Learning|Project Management,Data Analyst,0,"Experienced professional with 6 years of experience. Holds a Master in Computer Science. Key skills include: Kubernetes, Agile, C++, AWS, Machine Learning, Project Management. Proven track record of delivering results in dynamic environments.",1
CAND-0591,Male,Black,51,Bachelor,Economics,University of London,3.88,7,11,Excel|TensorFlow|Problem Solving|Git|Kubernetes|Docker|Leadership|Python|NLP|Java|C++,Data Scientist,1,"Experienced professional with 7 years of experience. Holds a Bachelor in Economics. Key skills include: Excel, TensorFlow, Problem Solving, Git, Kubernetes, Docker, Leadership, Python, NLP, Java, C++. Proven track record of delivering results in dynamic environments.",1
CAND-0592,Female,Black,55,PhD,Psychology,Bristol University,2.34,13,6,C++|AWS|Project Management|NLP|Deep Learning|Git,Data Scientist,4,"Experienced professional with 13 years of experience. Holds a PhD in Psychology. Key skills include: C++, AWS, Project Management, NLP, Deep Learning, Git. Proven track record of delivering results in dynamic environments.",1
CAND-0593,Male,Mixed,46,None,Business Administration,Cardiff University,3.81,5,9,Leadership|Machine Learning|Team Collaboration|Data Analysis|JavaScript|Git|Statistics|AWS|TensorFlow,Product Manager,1,"Experienced professional with 5 years of experience. Holds a None in Business Administration. Key skills include: Leadership, Machine Learning, Team Collaboration, Data Analysis, JavaScript, Git, Statistics, AWS, TensorFlow. Proven track record of delivering results in dynamic environments.",1
CAND-0594,Female,White,27,Bachelor,Computer Science,University of Leeds,2.06,2,12,AWS|Python|Data Analysis|Agile|Deep Learning|Tableau|Communication|Leadership|C++|Excel|Machine Learning|TensorFlow,Software Engineer,5,"Experienced professional with 2 years of experience. Holds a Bachelor in Computer Science. Key skills include: AWS, Python, Data Analysis, Agile, Deep Learning, Tableau, Communication, Leadership, C++, Excel, Machine Learning, TensorFlow. Proven track record of delivering results in dynamic environments.",1
CAND-0595,Female,Black,38,Master,Mathematics,Manchester University,3.87,0,12,Machine Learning|Kubernetes|Agile|NLP|Git|Deep Learning|Data Analysis|Excel|TensorFlow|Communication|Java|Team Collaboration,Data Analyst,2,"Experienced professional with 0 years of experience. Holds a Master in Mathematics. Key skills include: Machine Learning, Kubernetes, Agile, NLP, Git, Deep Learning, Data Analysis, Excel, TensorFlow, Communication, Java, Team Collaboration. Proven track record of delivering results in dynamic environments.",1
CAND-0596,Female,White,28,Master,Computer Science,Cardiff University,2.15,2,6,Problem Solving|Docker|AWS|R|Deep Learning|Agile,Software Engineer,1,"Experienced professional with 2 years of experience. Holds a Master in Computer Science. Key skills include: Problem Solving, Docker, AWS, R, Deep Learning, Agile. Proven track record of delivering results in dynamic environments.",0
CAND-0597,Male,Hispanic,24,Bachelor,Psychology,Bristol University,2.97,0,5,JavaScript|Git|TensorFlow|Machine Learning|Project Management,Product Manager,0,"Experienced professional with 0 years of experience. Holds a Bachelor in Psychology. Key skills include: JavaScript, Git, TensorFlow, Machine Learning, Project Management. Proven track record of delivering results in dynamic environments.",0
CAND-0598,Female,White,31,Bachelor,Psychology,Manchester University,3.8,0,8,Data Analysis|Leadership|SQL|Kubernetes|TensorFlow|Deep Learning|React|Project Management,Data Scientist,2,"Experienced professional with 0 years of experience. Holds a Bachelor in Psychology. Key skills include: Data Analysis, Leadership, SQL, Kubernetes, TensorFlow, Deep Learning, React, Project Management. Proven track record of delivering results in dynamic environments.",0
CAND-0599,Female,Asian,51,Master,Other,Cardiff University,3.03,12,6,TensorFlow|Communication|Project Management|Problem Solving|Kubernetes|AWS,Data Scientist,4,"Experienced professional with 12 years of experience. Holds a Master in Other. Key skills include: TensorFlow, Communication, Project Management, Problem Solving, Kubernetes, AWS. Proven track record of delivering results in dynamic environments.",1
CAND-0600,Female,Asian,32,PhD,Other,Cardiff University,3.77,13,12,Git|TensorFlow|R|NLP|Machine Learning|Problem Solving|AWS|Docker|Project Management|Tableau|Communication|Team Collaboration,Data Scientist,3,"Experienced professional with 13 years of experience. Holds a PhD in Other. Key skills include: Git, TensorFlow, R, NLP, Machine Learning, Problem Solving, AWS, Docker, Project Management, Tableau, Communication, Team Collaboration. Proven track record of delivering results in dynamic environments.",1
CAND-0601,Male,White,54,Bachelor,Economics,Sheffield University,3.21,11,9,Python|Machine Learning|Communication|R|Docker|Team Collaboration|Tableau|Leadership|SQL,Software Engineer,5,"Experienced professional with 11 years of experience. Holds a Bachelor in Economics. Key skills include: Python, Machine Learning, Communication, R, Docker, Team Collaboration, Tableau, Leadership, SQL. Proven track record of delivering results in dynamic environments.",1
CAND-0602,Male,White,42,Bachelor,Psychology,University of London,3.43,6,10,Statistics|R|Leadership|C++|SQL|AWS|Excel|Project Management|JavaScript|Problem Solving,Data Scientist,4,"Experienced professional with 6 years of experience. Holds a Bachelor in Psychology. Key skills include: Statistics, R, Leadership, C++, SQL, AWS, Excel, Project Management, JavaScript, Problem Solving. Proven track record of delivering results in dynamic environments.",1
CAND-0603,Male,Asian,26,Master,Economics,Cardiff University,2.64,10,6,Project Management|Java|React|Team Collaboration|Git|TensorFlow,Data Analyst,0,"Experienced professional with 10 years of experience. Holds a Master in Economics. Key skills include: Project Management, Java, React, Team Collaboration, Git, TensorFlow. Proven track record of delivering results in dynamic environments.",1
CAND-0604,Male,White,42,Master,Engineering,University of London,2.57,0,10,Excel|Data Analysis|AWS|Java|C++|JavaScript|Problem Solving|R|Python|SQL,Data Analyst,0,"Experienced professional with 0 years of experience. Holds a Master in Engineering. Key skills include: Excel, Data Analysis, AWS, Java, C++, JavaScript, Problem Solving, R, Python, SQL. Proven track record of delivering results in dynamic environments.",1
CAND-0605,Female,White,41,Bachelor,Psychology,Cardiff University,2.16,10,10,NLP|Java|AWS|Excel|Agile|React|Machine Learning|Tableau|Statistics|Python,Software Engineer,0,"Experienced professional with 10 years of experience. Holds a Bachelor in Psychology. Key skills include: NLP, Java, AWS, Excel, Agile, React, Machine Learning, Tableau, Statistics, Python. Proven track record of delivering results in dynamic environments.",1
CAND-0606,Female,White,42,Diploma,Economics,Birmingham University,2.34,6,8,C++|Python|Team Collaboration|Java|TensorFlow|Problem Solving|Machine Learning|NLP,ML Engineer,0,"Experienced professional with 6 years of experience. Holds a Diploma in Economics. Key skills include: C++, Python, Team Collaboration, Java, TensorFlow, Problem Solving, Machine Learning, NLP. Proven track record of delivering results in dynamic environments.",1
CAND-0607,Male,Asian,46,Bachelor,Business Administration,University of Leeds,3.17,3,5,R|Data Analysis|Kubernetes|Statistics|Docker,Business Analyst,3,"Experienced professional with 3 years of experience. Holds a Bachelor in Business Administration. Key skills include: R, Data Analysis, Kubernetes, Statistics, Docker. Proven track record of delivering results in dynamic environments.",0
CAND-0608,Female,White,37,Master,Other,Sheffield University,2.64,15,6,SQL|TensorFlow|Excel|Kubernetes|Tableau|C++,Software Engineer,5,"Experienced professional with 15 years of experience. Holds a Master in Other. Key skills include: SQL, TensorFlow, Excel, Kubernetes, Tableau, C++. Proven track record of delivering results in dynamic environments.",1
CAND-0609,Female,Black,26,Bachelor,Other,University of London,2.42,6,10,AWS|Project Management|React|Machine Learning|R|Git|Statistics|JavaScript|C++|Deep Learning,ML Engineer,5,"Experienced professional with 6 years of experience. Holds a Bachelor in Other. Key skills include: AWS, Project Management, React, Machine Learning, R, Git, Statistics, JavaScript, C++, Deep Learning. Proven track record of delivering results in dynamic environments.",1
CAND-0610,Male,White,54,Bachelor,Business Administration,Birmingham University,3.83,12,10,NLP|JavaScript|Project Management|AWS|Team Collaboration|SQL|TensorFlow|Docker|Communication|Excel,Product Manager,5,"Experienced professional with 12 years of experience. Holds a Bachelor in Business Administration. Key skills include: NLP, JavaScript, Project Management, AWS, Team Collaboration, SQL, TensorFlow, Docker, Communication, Excel. Proven track record of delivering results in dynamic environments.",1
CAND-0611,Male,White,28,Master,Engineering,University of London,3.79,5,7,Python|React|Problem Solving|JavaScript|Agile|Tableau|TensorFlow,Data Scientist,4,"Experienced professional with 5 years of experience. Holds a Master in Engineering. Key skills include: Python, React, Problem Solving, JavaScript, Agile, Tableau, TensorFlow. Proven track record of delivering results in dynamic environments.",1
CAND-0612,Male,White,31,Bachelor,Economics,Other Institution,2.67,14,7,Tableau|Machine Learning|Java|Deep Learning|AWS|Docker|Project Management,ML Engineer,1,"Experienced professional with 14 years of experience. Holds a Bachelor in Economics. Key skills include: Tableau, Machine Learning, Java, Deep Learning, AWS, Docker, Project Management. Proven track record of delivering results in dynamic environments.",1
CAND-0613,Male,Asian,55,Master,Economics,Manchester University,3.36,7,4,Leadership|Machine Learning|Java|Statistics,ML Engineer,1,"Experienced professional with 7 years of experience. Holds a Master in Economics. Key skills include: Leadership, Machine Learning, Java, Statistics. Proven track record of delivering results in dynamic environments.",1
CAND-0614,Male,White,36,Diploma,Economics,Cardiff University,2.79,7,7,React|Project Management|Communication|Git|Tableau|Excel|NLP,Business Analyst,0,"Experienced professional with 7 years of experience. Holds a Diploma in Economics. Key skills include: React, Project Management, Communication, Git, Tableau, Excel, NLP. Proven track record of delivering results in dynamic environments.",1
CAND-0615,Male,White,52,Master,Engineering,University of Leeds,2.63,2,5,Communication|R|Agile|Data Analysis|Python,Business Analyst,3,"Experienced professional with 2 years of experience. Holds a Master in Engineering. Key skills include: Communication, R, Agile, Data Analysis, Python. Proven track record of delivering results in dynamic environments.",1
CAND-0616,Male,White,38,Diploma,Business Administration,University of London,3.19,15,12,Python|React|Leadership|Git|Machine Learning|Java|Kubernetes|Excel|Team Collaboration|Communication|AWS|SQL,Data Scientist,0,"Experienced professional with 15 years of experience. Holds a Diploma in Business Administration. Key skills include: Python, React, Leadership, Git, Machine Learning, Java, Kubernetes, Excel, Team Collaboration, Communication, AWS, SQL. Proven track record of delivering results in dynamic environments.",1
CAND-0617,Male,Black,50,Master,Psychology,Other Institution,2.51,15,7,Tableau|Agile|Python|Kubernetes|Excel|R|JavaScript,Business Analyst,4,"Experienced professional with 15 years of experience. Holds a Master in Psychology. Key skills include: Tableau, Agile, Python, Kubernetes, Excel, R, JavaScript. Proven track record of delivering results in dynamic environments.",1
CAND-0618,Female,White,55,Master,Computer Science,University of Leeds,3.96,7,5,Tableau|React|Python|Leadership|Statistics,Business Analyst,5,"Experienced professional with 7 years of experience. Holds a Master in Computer Science. Key skills include: Tableau, React, Python, Leadership, Statistics. Proven track record of delivering results in dynamic environments.",1
CAND-0619,Non-binary,White,27,Bachelor,Economics,Manchester University,3.93,14,11,Communication|TensorFlow|Problem Solving|Tableau|R|AWS|Statistics|Docker|Git|Excel|Machine Learning,Data Scientist,4,"Experienced professional with 14 years of experience. Holds a Bachelor in Economics. Key skills include: Communication, TensorFlow, Problem Solving, Tableau, R, AWS, Statistics, Docker, Git, Excel, Machine Learning. Proven track record of delivering results in dynamic environments.",1
CAND-0620,Female,White,29,Bachelor,Other,Bristol University,2.58,0,10,Problem Solving|Data Analysis|Agile|Kubernetes|Git|JavaScript|Excel|C++|Communication|Statistics,Data Analyst,2,"Experienced professional with 0 years of experience. Holds a Bachelor in Other. Key skills include: Problem Solving, Data Analysis, Agile, Kubernetes, Git, JavaScript, Excel, C++, Communication, Statistics. Proven track record of delivering results in dynamic environments.",0
CAND-0621,Male,White,51,Bachelor,Mathematics,Manchester University,2.11,9,3,Docker|Tableau|Problem Solving,Data Scientist,0,"Experienced professional with 9 years of experience. Holds a Bachelor in Mathematics. Key skills include: Docker, Tableau, Problem Solving. Proven track record of delivering results in dynamic environments.",1
CAND-0622,Male,White,40,PhD,Business Administration,Manchester University,3.43,4,6,Docker|Statistics|SQL|Excel|Leadership|Java,Data Analyst,2,"Experienced professional with 4 years of experience. Holds a PhD in Business Administration. Key skills include: Docker, Statistics, SQL, Excel, Leadership, Java. Proven track record of delivering results in dynamic environments.",1
CAND-0623,Male,Asian,46,Bachelor,Data Science,Sheffield University,3.84,9,5,Statistics|Docker|Problem Solving|R|Data Analysis,Business Analyst,1,"Experienced professional with 9 years of experience. Holds a Bachelor in Data Science. Key skills include: Statistics, Docker, Problem Solving, R, Data Analysis. Proven track record of delivering results in dynamic environments.",1
CAND-0624,Male,White,34,Bachelor,Data Science,Sheffield University,3.13,14,11,Communication|AWS|Docker|Machine Learning|Data Analysis|JavaScript|Agile|R|NLP|Tableau|Leadership,ML Engineer,3,"Experienced professional with 14 years of experience. Holds a Bachelor in Data Science. Key skills include: Communication, AWS, Docker, Machine Learning, Data Analysis, JavaScript, Agile, R, NLP, Tableau, Leadership. Proven track record of delivering results in dynamic environments.",1
CAND-0625,Male,Mixed,51,Bachelor,Computer Science,Cardiff University,2.18,4,12,Excel|Leadership|Statistics|JavaScript|Tableau|Data Analysis|C++|Kubernetes|Java|AWS|SQL|Project Management,Business Analyst,0,"Experienced professional with 4 years of experience. Holds a Bachelor in Computer Science. Key skills include: Excel, Leadership, Statistics, JavaScript, Tableau, Data Analysis, C++, Kubernetes, Java, AWS, SQL, Project Management. Proven track record of delivering results in dynamic environments.",1
CAND-0626,Male,Black,55,Master,Computer Science,Manchester University,2.11,3,8,NLP|Machine Learning|Excel|Statistics|React|R|Java|Git,Business Analyst,4,"Experienced professional with 3 years of experience. Holds a Master in Computer Science. Key skills include: NLP, Machine Learning, Excel, Statistics, React, R, Java, Git. Proven track record of delivering results in dynamic environments.",1
CAND-0627,Female,Black,25,Master,Business Administration,Other Institution,3.48,15,5,Leadership|Problem Solving|Deep Learning|Data Analysis|Excel,Business Analyst,2,"Experienced professional with 15 years of experience. Holds a Master in Business Administration. Key skills include: Leadership, Problem Solving, Deep Learning, Data Analysis, Excel. Proven track record of delivering results in dynamic environments.",1
CAND-0628,Female,Mixed,53,Master,Engineering,Manchester University,2.13,4,12,Machine Learning|JavaScript|Kubernetes|Leadership|Project Management|Team Collaboration|React|Python|Git|Agile|Deep Learning|C++,Data Scientist,2,"Experienced professional with 4 years of experience. Holds a Master in Engineering. Key skills include: Machine Learning, JavaScript, Kubernetes, Leadership, Project Management, Team Collaboration, React, Python, Git, Agile, Deep Learning, C++. Proven track record of delivering results in dynamic environments.",1
CAND-0629,Male,Other,37,PhD,Mathematics,Nottingham University,3.72,3,9,Data Analysis|Deep Learning|Python|Communication|Kubernetes|Leadership|Problem Solving|JavaScript|Project Management,Data Analyst,3,"Experienced professional with 3 years of experience. Holds a PhD in Mathematics. Key skills include: Data Analysis, Deep Learning, Python, Communication, Kubernetes, Leadership, Problem Solving, JavaScript, Project Management. Proven track record of delivering results in dynamic environments.",1
CAND-0630,Male,Asian,53,Bachelor,Mathematics,Cardiff University,2.77,3,10,Docker|Kubernetes|Data Analysis|Python|Excel|Agile|Machine Learning|AWS|Problem Solving|Deep Learning,Data Scientist,5,"Experienced professional with 3 years of experience. Holds a Bachelor in Mathematics. Key skills include: Docker, Kubernetes, Data Analysis, Python, Excel, Agile, Machine Learning, AWS, Problem Solving, Deep Learning. Proven track record of delivering results in dynamic environments.",1
CAND-0631,Female,Asian,50,Bachelor,Psychology,University of Leeds,2.94,14,7,Python|Communication|Tableau|JavaScript|Problem Solving|Project Management|Team Collaboration,Business Analyst,4,"Experienced professional with 14 years of experience. Holds a Bachelor in Psychology. Key skills include: Python, Communication, Tableau, JavaScript, Problem Solving, Project Management, Team Collaboration. Proven track record of delivering results in dynamic environments.",1
CAND-0632,Male,White,31,Bachelor,Psychology,Nottingham University,3.43,4,7,Kubernetes|Problem Solving|Excel|AWS|SQL|React|Git,Data Analyst,4,"Experienced professional with 4 years of experience. Holds a Bachelor in Psychology. Key skills include: Kubernetes, Problem Solving, Excel, AWS, SQL, React, Git. Proven track record of delivering results in dynamic environments.",1
CAND-0633,Female,Asian,54,PhD,Mathematics,University of Leeds,3.4,11,12,NLP|AWS|SQL|Java|Python|Communication|Leadership|Machine Learning|C++|React|Agile|R,Data Analyst,2,"Experienced professional with 11 years of experience. Holds a PhD in Mathematics. Key skills include: NLP, AWS, SQL, Java, Python, Communication, Leadership, Machine Learning, C++, React, Agile, R. Proven track record of delivering results in dynamic environments.",1
CAND-0634,Female,Other,37,Bachelor,Business Administration,Cardiff University,3.51,13,4,Java|NLP|TensorFlow|Machine Learning,Data Scientist,5,"Experienced professional with 13 years of experience. Holds a Bachelor in Business Administration. Key skills include: Java, NLP, TensorFlow, Machine Learning. Proven track record of delivering results in dynamic environments.",1
CAND-0635,Male,Black,23,Diploma,Psychology,Manchester University,3.4,12,5,Deep Learning|Statistics|C++|Project Management|TensorFlow,Data Analyst,3,"Experienced professional with 12 years of experience. Holds a Diploma in Psychology. Key skills include: Deep Learning, Statistics, C++, Project Management, TensorFlow. Proven track record of delivering results in dynamic environments.",1
CAND-0636,Female,White,32,Bachelor,Engineering,Manchester University,3.16,3,6,Java|Data Analysis|Python|Tableau|Docker|Statistics,Product Manager,0,"Experienced professional with 3 years of experience. Holds a Bachelor in Engineering. Key skills include: Java, Data Analysis, Python, Tableau, Docker, Statistics. Proven track record of delivering results in dynamic environments.",0
CAND-0637,Male,Asian,55,Master,Engineering,Nottingham University,3.0,11,12,C++|Data Analysis|SQL|Agile|Docker|AWS|Team Collaboration|Statistics|Git|Excel|Java|Problem Solving,Data Analyst,1,"Experienced professional with 11 years of experience. Holds a Master in Engineering. Key skills include: C++, Data Analysis, SQL, Agile, Docker, AWS, Team Collaboration, Statistics, Git, Excel, Java, Problem Solving. Proven track record of delivering results in dynamic environments.",1
CAND-0638,Male,White,23,Bachelor,Mathematics,Sheffield University,2.78,11,4,Communication|Excel|SQL|C++,Product Manager,1,"Experienced professional with 11 years of experience. Holds a Bachelor in Mathematics. Key skills include: Communication, Excel, SQL, C++. Proven track record of delivering results in dynamic environments.",1
CAND-0639,Female,Mixed,54,Bachelor,Computer Science,Other Institution,3.4,3,12,React|TensorFlow|Deep Learning|Python|Java|R|Docker|Git|Project Management|NLP|Agile|AWS,Data Scientist,1,"Experienced professional with 3 years of experience. Holds a Bachelor in Computer Science. Key skills include: React, TensorFlow, Deep Learning, Python, Java, R, Docker, Git, Project Management, NLP, Agile, AWS. Proven track record of delivering results in dynamic environments.",1
CAND-0640,Male,Black,43,Diploma,Computer Science,Birmingham University,2.99,1,8,SQL|Docker|NLP|Team Collaboration|Kubernetes|C++|React|Data Analysis,ML Engineer,5,"Experienced professional with 1 years of experience. Holds a Diploma in Computer Science. Key skills include: SQL, Docker, NLP, Team Collaboration, Kubernetes, C++, React, Data Analysis. Proven track record of delivering results in dynamic environments.",0
CAND-0641,Male,White,54,Bachelor,Psychology,Cardiff University,2.96,7,3,Java|Python|Kubernetes,Software Engineer,4,"Experienced professional with 7 years of experience. Holds a Bachelor in Psychology. Key skills include: Java, Python, Kubernetes. Proven track record of delivering results in dynamic environments.",1
CAND-0642,Female,White,23,Master,Computer Science,Cardiff University,3.53,4,9,Team Collaboration|Docker|C++|Data Analysis|Machine Learning|Agile|Deep Learning|Tableau|Kubernetes,Software Engineer,2,"Experienced professional with 4 years of experience. Holds a Master in Computer Science. Key skills include: Team Collaboration, Docker, C++, Data Analysis, Machine Learning, Agile, Deep Learning, Tableau, Kubernetes. Proven track record of delivering results in dynamic environments.",1
CAND-0643,Male,White,36,Bachelor,Computer Science,Birmingham University,2.83,1,3,Git|Leadership|Java,Data Scientist,0,"Experienced professional with 1 years of experience. Holds a Bachelor in Computer Science. Key skills include: Git, Leadership, Java. Proven track record of delivering results in dynamic environments.",0
CAND-0644,Male,White,24,Bachelor,Engineering,Sheffield University,2.26,12,10,Problem Solving|Machine Learning|Kubernetes|SQL|Team Collaboration|TensorFlow|C++|Project Management|React|Tableau,Software Engineer,3,"Experienced professional with 12 years of experience. Holds a Bachelor in Engineering. Key skills include: Problem Solving, Machine Learning, Kubernetes, SQL, Team Collaboration, TensorFlow, C++, Project Management, React, Tableau. Proven track record of delivering results in dynamic environments.",1
CAND-0645,Female,Mixed,40,Diploma,Engineering,Other Institution,3.79,10,11,JavaScript|Machine Learning|Java|Tableau|Docker|NLP|React|TensorFlow|SQL|Project Management|Agile,Software Engineer,4,"Experienced professional with 10 years of experience. Holds a Diploma in Engineering. Key skills include: JavaScript, Machine Learning, Java, Tableau, Docker, NLP, React, TensorFlow, SQL, Project Management, Agile. Proven track record of delivering results in dynamic environments.",1
CAND-0646,Male,Black,35,Bachelor,Business Administration,University of London,3.96,14,10,Machine Learning|Python|React|Java|TensorFlow|Deep Learning|Statistics|AWS|Excel|SQL,Data Scientist,2,"Experienced professional with 14 years of experience. Holds a Bachelor in Business Administration. Key skills include: Machine Learning, Python, React, Java, TensorFlow, Deep Learning, Statistics, AWS, Excel, SQL. Proven track record of delivering results in dynamic environments.",1
